;Unnamed: 0;Class;Code;Price;SalesUnit;Weight;WeightUnit;Length;Height;Width;Thickness;Diameter;Name;ShortDescription;Description;SmallImageURL;ImageURL;Material;Co2Em;CVCF;Waste Factor;Reuse;Recycled;Energy Recovery;Final Disposal;Hazardous Waste;Recycled Share
0;1;Metal sheets;1016891;145;squaremetre;16.08;sheet;1000;;2000.00.00;1;;Messinkilevy 1x1000x2000mm;"Messinkilevy

Seos: CW508L

½ kova";"Messinkilevy

Seos: CW508L (CuZn37)

½ kova

Paino per levy: 16.8kg

Standardi MS63 messinki



Lyijyttömiä messinkejä voidaan myös nimetä Ms**-lyhenteellä, jolloin ** korvataan kuparin prosenttiosuudella: esimerkiksi Ms63 sisältää 63% kuparia.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/62C5/DB4C/3C6C/CAFD/0A28/104A/E7CB/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/62C5/DB4C/3C6C/CAFD/0A28/104A/E7CB/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
1;2;Metal sheets;1016934;269.04.00;squaremetre;33.06.00;sheet;1000;;2000.00.00;2;;Messinkilevy 2x1000x2000mm;"Messinkilevy

Seos: CW508L

½ kova";"Messinkilevy

Seos: CW508L (CuZn37)

½ kova

Paino per levy: 33.6kg

Standardi MS63 messinki



Lyijyttömiä messinkejä voidaan myös nimetä Ms**-lyhenteellä, jolloin ** korvataan kuparin prosenttiosuudella: esimerkiksi Ms63 sisältää 63% kuparia.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/64E2/131D/7F40/44E0/0A28/104A/93B0/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/64E2/131D/7F40/44E0/0A28/104A/93B0/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
2;3;Metal sheets;1027897;371.04.00;squaremetre;20.04;sheet;600;;2000.00.00;2;;Messinkilevy 2x600x2000mm;"Messinkilevy

Seos: CW612N, ei suojakalvoa

kova(Kaiverrettavissa)";"Messinkilevy

Seos: CW612N(sis. lyijyä)

kova(Kaiverrettavissa)

Paino per levy: 20.4kg";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6675/D031/1041/42B6/0A28/104A/596C/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6675/D031/1041/42B6/0A28/104A/596C/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
3;4;Metal sheets;1016959;404.01.00;squaremetre;50.04.00;sheet;1000;;2000.00.00;3;;Messinkilevy 3x1000x2000mm;"Messinkilevy

Seos: CW508L

½ kova";"Messinkilevy

Seos: CW508L (CuZn37)

½ kova

Paino per levy: 50.4kg

Standardi MS63 messinki



Lyijyttömiä messinkejä voidaan myös nimetä Ms**-lyhenteellä, jolloin ** korvataan kuparin prosenttiosuudella: esimerkiksi Ms63 sisältää 63% kuparia.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/65B0/6F8C/ABC7/BF29/0A28/104A/C121/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/65B0/6F8C/ABC7/BF29/0A28/104A/C121/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
4;5;Metal sheets;1027763HR;695;squaremetre;68;sheet;1000;;2000.00.00;4;;Messinkilevy 4x1000x2000mm;"Messinkilevy

Seos: CW612N, ei suojakalvoa

kova (Kaiverrettavissa)";"Messinkilevy

Seos: CW612N (sis. lyijyä)

kova(Kaiverrettavissa)

Paino per levy: 68kg";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6B68/A0BA/0EF7/2EFA/0A28/104A/F01C/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6B68/A0BA/0EF7/2EFA/0A28/104A/F01C/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
5;6;Metal sheets;1027763;761.03.00;squaremetre;41;sheet;600;;2000.00.00;4;;Messinkilevy 4x600x2000mm;"Messinkilevy

Seos: CW612N, ei suojakalvoa

kova(Kaiverrettavissa)";"Messinkilevy

Seos: CW612N(sis. lyijyä)

kova(Kaiverrettavissa)

Paino per levy: 41kg";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6675/D031/1041/42B6/0A28/104A/596C/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6675/D031/1041/42B6/0A28/104A/596C/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
6;7;Metal sheets;1027764HR;870;squaremetre;85;sheet;1000;;2000.00.00;5;;Messinkilevy 5x1000x2000mm;"Messinkilevy

Seos: CW612N, ei suojakalvoa

kova (Kaiverrettavissa)";"Messinkilevy

Seos: CW612N (sis. lyijyä)

kova(Kaiverrettavissa)

Paino per levy: 85kg";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6B68/A0BA/0EF7/2EFA/0A28/104A/F01C/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6B68/A0BA/0EF7/2EFA/0A28/104A/F01C/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
7;8;Metal sheets;1027765HR;1382;squaremetre;135;sheet;1000;;2000.00.00;8;;Messinkilevy 8x1000x2000mm;"Messinkilevy

Seos: CW612N, ei suojakalvoa

kova (Kaiverrettavissa)";"Messinkilevy

Seos: CW612N (sis. lyijyä)

kova(Kaiverrettavissa)

Paino per levy: 135kg";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6B68/A0BA/0EF7/2EFA/0A28/104A/F01C/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6B68/A0BA/0EF7/2EFA/0A28/104A/F01C/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
8;9;Metal sheets;1050719J;1251.01.00;squaremetre;53;sheet;1250;;2500.00.00;2;;Messinkilevy happivapaa 2x1250x2500mm;"Messinkilevy

Seos: CW508L

½ kova + kalvo yhdellä puolella";"Messinkilevy

Seos: CW508L (CuZn37)

½ kova +kalvo yhdellä puolella

Paino per levy: 53kg

Standardi MS63 messinki

Lyijyttömiä messinkejä voidaan myös nimetä Ms**-lyhenteellä, jolloin ** korvataan kuparin prosenttiosuudella: esimerkiksi Ms63 sisältää 63% kuparia.

";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5EB1/4E0C/D9D7/4FB0/6C87/0A28/105F/AC21/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5EB1/4E0C/D9D7/4FB0/6C87/0A28/105F/AC21/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
9;10;Metal sheets;1202503;109.06.00;squaremetre;0,511111111;sheet;1000;;2000.00.00;0.07;;Messinkilevy kalvolla 0.7x1000x2000mm;"Messinkilevy

Seos: CW508L

½ kova + kalvo yhdellä puolella";"Messinkilevy

Seos: CW508L (CuZn37)

½ kova + kalvo yhdellä puolella

Paino per levy: 11.76kg

Standardi MS63 messinki



Lyijyttömiä messinkejä voidaan myös nimetä Ms**-lyhenteellä, jolloin ** korvataan kuparin prosenttiosuudella: esimerkiksi Ms63 sisältää 63% kuparia.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/59D6/0420/F3D3/E187/0A28/104A/7447/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/59D6/0420/F3D3/E187/0A28/104A/7447/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
10;11;Metal sheets;1025825;126.01.00;squaremetre;13.44;sheet;1000;;2000.00.00;0.08;;Messinkilevy kalvolla 0.8x1000x2000mm;"Messinkilevy

Seos: CW508L

½ kova + kalvo yhdellä puolella";"Messinkilevy

Seos: CW508L (CuZn37)

½ kova + kalvo yhdellä puolella

Paino per levy: 13.44kg

Standardi MS63 messinki



Lyijyttömiä messinkejä voidaan myös nimetä Ms**-lyhenteellä, jolloin ** korvataan kuparin prosenttiosuudella: esimerkiksi Ms63 sisältää 63% kuparia.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6235/3588/F301/6A40/0A28/104A/E7EC/messinkilevy_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E1C/6235/3588/F301/6A40/0A28/104A/E7EC/messinkilevy_m.jpg;Brass;0.00;0.00;0.00;0;0;0;0;0;0
11;12;Metal sheets;104468;31.09.00;squaremetre;22.51;piece;3050;;2050.00.00;3;;Polykarboonaattilevy Kirkas 3x3050x2050mm;"Materiaali: Polykarbonaatti (PC)

Mitat: 3x3050x2050mm

Kirkas peruslaatu";"Materiaali: Polykarbonaatti (PC)

Mitat: 3x3050x2050mm

Kirkas peruslaatu

Paino: 22.51kg/kpl



Polykarbonaattilevyistä voidaan lämpömuovaamalla valmistaa kilpiä, suojaseiniä, koteloita ja muita vastaavia tuotteita, joilta vaaditaan erityistä iskunkestävyyttä.

Rakennusalalla käytetään erittäin keveitä ja iskunkestäviä polykarbonaattikennolevyjä. Niistä valmistetaan katoksia, kattoikkunoita, väli- tai valoseiniä silloin, kun tilaan halutaan valoa, mutta suora läpinäkyvyys ei ole oleellista.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5F8F/DBB9/DF3A/2935/CB5B/0A28/105F/B1E5/polykarbonaattilevy_tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5F8F/DBB9/DF3A/2935/CB5B/0A28/105F/B1E5/polykarbonaattilevy_tuotekuva_m.jpg;Polycarbonate;0.00;0.00;0.00;0;0;0;0;0;0
12;13;Metal sheets;104480;42.06.00;squaremetre;12;piece;2050;;1250.00.00;4;;Polykarboonaattilevy Kirkas 4x2050x1250mm;"Materiaali: Polykarbonaatti (PC)

Mitat: 4x2050x1250mm

Kirkas peruslaatu";"Materiaali: Polykarbonaatti (PC)

Mitat: 4x2050x1250mm

Kirkas peruslaatu

Paino: 12kg/kpl



Polykarbonaattilevyistä voidaan lämpömuovaamalla valmistaa kilpiä, suojaseiniä, koteloita ja muita vastaavia tuotteita, joilta vaaditaan erityistä iskunkestävyyttä.

Rakennusalalla käytetään erittäin keveitä ja iskunkestäviä polykarbonaattikennolevyjä. Niistä valmistetaan katoksia, kattoikkunoita, väli- tai valoseiniä silloin, kun tilaan halutaan valoa, mutta suora läpinäkyvyys ei ole oleellista.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5FA2/6A94/1885/AD9F/F901/0A28/105F/90B3/polykarbonaattilevy_tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5FA2/6A94/1885/AD9F/F901/0A28/105F/90B3/polykarbonaattilevy_tuotekuva_m.jpg;Polycarbonate;0.00;0.00;0.00;0;0;0;0;0;0
13;14;Metal sheets;104469;42.06.00;squaremetre;30;piece;3050;;2050.00.00;4;;Polykarboonaattilevy Kirkas 4x3050x2050mm;"Materiaali: Polykarbonaatti (PC)

Mitat: 4x3050x2050mm

Kirkas peruslaatu";"Materiaali: Polykarbonaatti (PC)

Mitat: 4x3050x2050mm

Kirkas peruslaatu

Paino: 30kg/kpl



Polykarbonaattilevyistä voidaan lämpömuovaamalla valmistaa kilpiä, suojaseiniä, koteloita ja muita vastaavia tuotteita, joilta vaaditaan erityistä iskunkestävyyttä.

Rakennusalalla käytetään erittäin keveitä ja iskunkestäviä polykarbonaattikennolevyjä. Niistä valmistetaan katoksia, kattoikkunoita, väli- tai valoseiniä silloin, kun tilaan halutaan valoa, mutta suora läpinäkyvyys ei ole oleellista.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5F9F/FB37/E770/3A27/E123/0A28/105F/D92D/polykarbonaattilevy_tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5F9F/FB37/E770/3A27/E123/0A28/105F/D92D/polykarbonaattilevy_tuotekuva_m.jpg;Polycarbonate;0.00;0.00;0.00;0;0;0;0;0;0
14;15;Metal sheets;104481;53.02.00;squaremetre;15;piece;2050;;1250.00.00;5;;Polykarboonaattilevy Kirkas 5x2050x1250mm;"Materiaali: Polykarbonaatti (PC)

Mitat: 5x2050x1250mm

Kirkas peruslaatu";"Materiaali: Polykarbonaatti (PC)

Mitat: 5x2050x1250mm

Kirkas peruslaatu

Paino: 15kg/kpl



Polykarbonaattilevyistä voidaan lämpömuovaamalla valmistaa kilpiä, suojaseiniä, koteloita ja muita vastaavia tuotteita, joilta vaaditaan erityistä iskunkestävyyttä.

Rakennusalalla käytetään erittäin keveitä ja iskunkestäviä polykarbonaattikennolevyjä. Niistä valmistetaan katoksia, kattoikkunoita, väli- tai valoseiniä silloin, kun tilaan halutaan valoa, mutta suora läpinäkyvyys ei ole oleellista.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5FA2/6B1F/2265/BEB1/BCF6/0A28/105F/49C9/polykarbonaattilevy_tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5FA2/6B1F/2265/BEB1/BCF6/0A28/105F/49C9/polykarbonaattilevy_tuotekuva_m.jpg;Polycarbonate;0.00;0.00;0.00;0;0;0;0;0;0
15;16;Metal sheets;104471;63.07.00;squaremetre;45;piece;3050;;2050.00.00;6;;Polykarboonaattilevy Kirkas 6x3050x2050mm;"Materiaali: Polykarbonaatti (PC)

Mitat: 6x3050x2050mm

Kirkas peruslaatu";"Materiaali: Polykarbonaatti (PC)

Mitat: 6x3050x2050mm

Kirkas peruslaatu

Paino: 45kg/kpl



Polykarbonaattilevyistä voidaan lämpömuovaamalla valmistaa kilpiä, suojaseiniä, koteloita ja muita vastaavia tuotteita, joilta vaaditaan erityistä iskunkestävyyttä.

Rakennusalalla käytetään erittäin keveitä ja iskunkestäviä polykarbonaattikennolevyjä. Niistä valmistetaan katoksia, kattoikkunoita, väli- tai valoseiniä silloin, kun tilaan halutaan valoa, mutta suora läpinäkyvyys ei ole oleellista.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5F9F/FBCE/4E58/B973/69AF/0A28/105F/5F86/polykarbonaattilevy_tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5F9F/FBCE/4E58/B973/69AF/0A28/105F/5F86/polykarbonaattilevy_tuotekuva_m.jpg;Polycarbonate;0.00;0.00;0.00;0;0;0;0;0;0
16;17;Metal sheets;104472;85.02.00;squaremetre;60;piece;3050;;2050.00.00;8;;Polykarboonaattilevy Kirkas 8x3050x2050mm;"Materiaali: Polykarbonaatti (PC)

Mitat: 8x3050x2050mm

Kirkas peruslaatu";"Materiaali: Polykarbonaatti (PC)

Mitat: 8x3050x2050mm

Kirkas peruslaatu

Paino: 60kg/kpl



Polykarbonaattilevyistä voidaan lämpömuovaamalla valmistaa kilpiä, suojaseiniä, koteloita ja muita vastaavia tuotteita, joilta vaaditaan erityistä iskunkestävyyttä.

Rakennusalalla käytetään erittäin keveitä ja iskunkestäviä polykarbonaattikennolevyjä. Niistä valmistetaan katoksia, kattoikkunoita, väli- tai valoseiniä silloin, kun tilaan halutaan valoa, mutta suora läpinäkyvyys ei ole oleellista.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5F9F/FCDE/0CB6/9359/00FD/0A28/105F/001D/polykarbonaattilevy_tuotekuva_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5F9F/FCDE/0CB6/9359/00FD/0A28/105F/001D/polykarbonaattilevy_tuotekuva_m.jpg;Polycarbonate;0.00;0.00;0.00;0;0;0;0;0;0
17;104;Metal sheets;KU10304;1542.09.00;piece;160;piece;1000;;2000.00.00;10.00;;Kuumavalssattu 1D RST levy 10.0x1000x2000mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1000x2000mm

Paksuus: 10.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1000x2000mm

Paksuus: 10.0mm

Paino: 160kg/kpl

Materiaali: Kuumavalssattu 1D HST AISI316LKoko: 1500x3000mmPaksuus: 10.0mmPaino: 360kg/kplKäyttö esim. julkisivut, hissit, kaupat jne1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/4779/226A/9842/58A2/0A28/105F/5193/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/4779/226A/9842/58A2/0A28/105F/5193/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
18;105;Metal sheets;KU10304M;3471.04.00;piece;360;piece;1500;;3000.00.00;10.00;;Kuumavalssattu 1D RST levy 10.0x1500x3000mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1500x3000mm

Paksuus: 10.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1500x3000mm

Paksuus: 10.0mm

Paino: 360kg/kpl

Materiaali: Kuumavalssattu 1D HST AISI316LKoko: 1500x3000mmPaksuus: 10.0mmPaino: 360kg/kplKäyttö esim. julkisivut, hissit, kaupat jne1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/47E8/08B4/4BC3/967C/0A28/105F/51EC/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/47E8/08B4/4BC3/967C/0A28/105F/51EC/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
19;106;Metal sheets;KU12304M;4165.07.00;piece;432;piece;1500;;3000.00.00;12.00;;Kuumavalssattu 1D RST levy 12.0x1500x3000mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1500x3000mm

Paksuus: 12.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1500x3000mm

Paksuus: 12.0mm

Paino: 432kg/kpl

Materiaali: Kuumavalssattu 1D HST AISI316LKoko: 1500x3000mmPaksuus: 10.0mmPaino: 360kg/kplKäyttö esim. julkisivut, hissit, kaupat jne1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/4860/9343/B61D/DAAC/0A28/105F/555B/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/4860/9343/B61D/DAAC/0A28/105F/555B/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
20;107;Metal sheets;KU15304M;5207.01.00;piece;540;piece;1500;;3000.00.00;15.00;;Kuumavalssattu 1D RST levy 15.0x1500x3000mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1500x3000mm

Paksuus: 15.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1500x3000mm

Paksuus: 15.0mm

Paino: 540kg/kpl

Materiaali: Kuumavalssattu 1D HST AISI316LKoko: 1500x3000mmPaksuus: 10.0mmPaino: 360kg/kplKäyttö esim. julkisivut, hissit, kaupat jne1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/48BB/44C3/368A/2B01/0A28/105F/7441/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/48BB/44C3/368A/2B01/0A28/105F/7441/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
21;108;Metal sheets;KU20304M;6942.09.00;piece;720;piece;1500;;3000.00.00;20.00;;Kuumavalssattu 1D RST levy 20.0x1500x3000mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1500x3000mm

Paksuus: 20.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1500x3000mm

Paksuus: 20.0mm

Paino: 720kg/kpl

Materiaali: Kuumavalssattu 1D RST AISI304

Koko: 1500x3000mm

Paksuus: 10.0mm

Paino: 360kg/kpl

Käyttö esim. julkisivut, hissit, kaupat jne

1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.

Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/49E5/AAEB/17AC/F28A/0A28/105F/74CE/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/49E5/AAEB/17AC/F28A/0A28/105F/74CE/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
22;109;Metal sheets;KU30304J;723.02.00;piece;75;piece;1250;;2500.00.00;3.00;;Kuumavalssattu 1D RST levy 3.0x1250x2500mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1250x2500mm

Paksuus: 3.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1250x2500mm

Paksuus: 3.0mm

Paino: 75kg/kpl

Materiaali: Kuumavalssattu 1D HST AISI316LKoko: 1500x3000mmPaksuus: 10.0mmPaino: 360kg/kplKäyttö esim. julkisivut, hissit, kaupat jne1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/42FB/861E/388D/6B43/0A28/105F/D62C/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/42FB/861E/388D/6B43/0A28/105F/D62C/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
23;110;Metal sheets;KU30304M;1041.04.00;piece;108;piece;1500;;3000.00.00;3.00;;Kuumavalssattu 1D RST levy 3.0x1500x3000mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1500x3000mm

Paksuus: 3.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1500x3000mm

Paksuus: 3.0mm

Paino: 108kg/kpl

Materiaali: Kuumavalssattu 1D HST AISI316LKoko: 1500x3000mmPaksuus: 10.0mmPaino: 360kg/kplKäyttö esim. julkisivut, hissit, kaupat jne1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/4397/3553/E430/37F7/0A28/105F/FF60/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/4397/3553/E430/37F7/0A28/105F/FF60/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
24;111;Metal sheets;KU300304M;10414.3;piece;1080;piece;1500;;3000.00.00;30.00.00;;Kuumavalssattu 1D RST levy 30.0x1500x3000mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1500x3000mm

Paksuus: 30.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1500x3000mm

Paksuus: 30.0mm

Paino: 1080kg/kpl

Materiaali: Kuumavalssattu 1D HST AISI316LKoko: 1500x3000mmPaksuus: 10.0mmPaino: 360kg/kplKäyttö esim. julkisivut, hissit, kaupat jne1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/4944/E705/F632/253C/0A28/105F/8A6E/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/4944/E705/F632/253C/0A28/105F/8A6E/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
25;112;Metal sheets;KU40304M;1388.06.00;piece;144;piece;1500;;3000.00.00;4.00;;Kuumavalssattu 1D RST levy 4.0x1500x3000mm;"Materiaali: Kuumavalssattu 1DRST AISI304

Koko: 1500x3000mm

Paksuus: 4.0mm";"Materiaali: Kuumavalssattu 1D HST AISI316L

Koko: 1500x3000mm

Paksuus: 4.0mm

Paino: 144kg/kpl

Materiaali: Kuumavalssattu 1D HST AISI316LKoko: 1500x3000mmPaksuus: 10.0mmPaino: 360kg/kplKäyttö esim. julkisivut, hissit, kaupat jne1D = Kuumavalssattu, lämpökäsitelty ja peitattu. Pinnanlaatu hilseetön.Tavallinen pinnanlaatu useimmille teräksille haluttaessa hyvää korroosionkestävyyttä. Myös yleinen pinnanlaatu jatkojalostukseen. Hiontajäljet ovat sallittuja. Ei yhtä siisti kuin 2D tai 2B.";https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/445F/A0BC/EDD2/A670/0A28/105F/B36C/RST-levy-cronvall_s.jpg;https://www.cronvall.fi/WebRoot/Cronvall/Shops/CronvallShop/5E6B/445F/A0BC/EDD2/A670/0A28/105F/B36C/RST-levy-cronvall_m.jpg;Non-rusting steel;4.10;1.20;1.03;0;95;0;5;0;65
